,cuis,drugbankID,drugname,indication
3967,C0423234,DB01380,cortisone acetate,Punctate keratopathy
3968,C1275687,DB01380,cortisone acetate,Herpes zoster keratitis
3969,C0085074,DB01380,cortisone acetate,Granuloma annulare
3970,C0151467,DB01380,cortisone acetate,Severe adrenal insufficiency
3971,C0030807,DB01380,cortisone acetate,Pemphigus
3972,C0004096,DB01380,cortisone acetate,Asthma
3973,C1260899,DB01380,cortisone acetate,Congenital hypoplastic anemia
3974,C0006444,DB01380,cortisone acetate,Bursitis
3975,C0036202,DB01380,cortisone acetate,Sarcoidosis
3976,C0024141,DB01380,cortisone acetate,Systemic lupus erythematosus
3977,C1274321,DB01380,cortisone acetate,Recurrent herpes simplex labialis
3978,C0035854,DB01380,cortisone acetate,Rosacea
3979,C0015230,DB01380,cortisone acetate,Eruption of skin
3980,C0009766,DB01380,cortisone acetate,Allergic conjunctivitis
3981,C0002880,DB01380,cortisone acetate,Autoimmune hemolytic anemia
3982,C0079773,DB01380,cortisone acetate,Primary cutaneous T-cell lymphoma
3983,C0040259,DB01380,cortisone acetate,Tinea pedis
3984,C0024301,DB01380,cortisone acetate,Follicular non-Hodgkin's lymphoma
3985,C0036830,DB01380,cortisone acetate,Transfusion reaction due to serum protein reaction
3986,C0029878,DB01380,cortisone acetate,Otitis externa
3987,C0043117,DB01380,cortisone acetate,Idiopathic thrombocytopenic purpura
3988,C0026948,DB01380,cortisone acetate,Mycosis fungoides
3989,C0021390,DB01380,cortisone acetate,Inflammatory bowel disease
3990,C0001627,DB01380,cortisone acetate,Congenital adrenal hyperplasia
3991,C2894027,DB01380,cortisone acetate,Post traumatic osteoarthritis
3992,C0039503,DB01380,cortisone acetate,Tendinitis
3993,C0395818,DB01380,cortisone acetate,Malignant otitis externa due to Pseudomonas aeruginosa
3994,C0033246,DB01380,cortisone acetate,Proctitis
3995,C0042164,DB01380,cortisone acetate,Uveitis
3996,C0033775,DB01380,cortisone acetate,Pruritus ani
3997,C0033777,DB01380,cortisone acetate,Pruritus of genital organs
3998,C0011608,DB01380,cortisone acetate,Dermatitis herpetiformis
3999,C0406326,DB01380,cortisone acetate,Scalp psoriasis
4000,C0036508,DB01380,cortisone acetate,Seborrheic dermatitis
4001,C0003868,DB01380,cortisone acetate,Articular gout
4002,C0039103,DB01380,cortisone acetate,Synovitis
4003,C0019112,DB01380,cortisone acetate,Hemorrhoids
4004,C0001403,DB01380,cortisone acetate,Primary adrenocortical insufficiency
4005,C0006114,DB01380,cortisone acetate,Cerebral edema
4006,C0014742,DB01380,cortisone acetate,Erythema multiforme
4007,C0010032,DB01380,cortisone acetate,Corneal abrasion
4008,C0149911,DB01380,cortisone acetate,Humoral hypercalcemia of malignancy
4009,C0037274,DB01380,cortisone acetate,Disorder of skin
4010,C0010043,DB01380,cortisone acetate,Corneal ulcer
4011,C0015397,DB01380,cortisone acetate,Disorder of eye
4012,C0026857,DB01380,cortisone acetate,Disorder of musculoskeletal system
4013,C0011606,DB01380,cortisone acetate,Erythroderma
4014,C0022568,DB01380,cortisone acetate,Keratitis
4015,C0014488,DB01380,cortisone acetate,Epicondylitis
4016,C0027726,DB01380,cortisone acetate,Nephrotic syndrome
4017,C0854211,DB01380,cortisone acetate,Bacterial keratitis
4018,C0022073,DB01380,cortisone acetate,Iridocyclitis
4019,C0149922,DB01380,cortisone acetate,Lichen simplex chronicus
4020,C0011615,DB01380,cortisone acetate,Atopic dermatitis
4021,C0019829,DB01380,cortisone acetate,Hodgkin's disease
4022,C0040147,DB01380,cortisone acetate,Thyroiditis
4023,C0023052,DB01380,cortisone acetate,Edema of larynx
4024,C0345468,DB01380,cortisone acetate,Transplanted organ rejection
4025,C0039520,DB01380,cortisone acetate,Tenosynovitis
4026,C0023449,DB01380,cortisone acetate,Acute lymphoid leukemia
4027,C0005138,DB01380,cortisone acetate,Berylliosis
4028,C0406317,DB01380,cortisone acetate,Plaque psoriasis
4029,C0729587,DB01380,cortisone acetate,Infective blepharitis
4030,C0701163,DB01380,cortisone acetate,Adrenogenital disorder
4031,C0038013,DB01380,cortisone acetate,Ankylosing spondylitis
4032,C0040252,DB01380,cortisone acetate,Tinea corporis
4033,C0005743,DB01380,cortisone acetate,Blepharoconjunctivitis
4034,C0024138,DB01380,cortisone acetate,Discoid lupus erythematosus
4035,C0242459,DB01380,cortisone acetate,L??ffler's syndrome
4036,C0154301,DB01380,cortisone acetate,Acquired thrombocytopenia
4037,C0033860,DB01380,cortisone acetate,Psoriasis
4038,C0405580,DB01380,cortisone acetate,Adrenal cortical hypofunction
4039,C0040896,DB01380,cortisone acetate,Infection by larvae of Trichinella spiralis
4040,C2937222,DB01380,cortisone acetate,Chronic ulcerative proctitis
4041,C0011616,DB01380,cortisone acetate,Contact dermatitis
4042,C1384589,DB01380,cortisone acetate,Tinea cruris
4043,C0849907,DB01380,cortisone acetate,Itching of ear
4044,C0003873,DB01380,cortisone acetate,Rheumatoid arthritis
4045,C2607914,DB01380,cortisone acetate,Allergic rhinitis
4046,C0041321,DB01380,cortisone acetate,Miliary tuberculosis
4047,C0024305,DB01380,cortisone acetate,Non-Hodgkin's lymphoma
4048,C0001144,DB01380,cortisone acetate,Acne vulgaris
4049,C0026769,DB01380,cortisone acetate,Multiple sclerosis
4050,C0022081,DB01380,cortisone acetate,Iritis
4051,C0009324,DB01380,cortisone acetate,Ulcerative colitis
4052,C0004364,DB01380,cortisone acetate,Autoimmune disease
4053,C3875321,DB01380,cortisone acetate,Inflammatory dermatosis
4054,C0035439,DB01380,cortisone acetate,Rheumatic heart disease
4055,C0010346,DB01380,cortisone acetate,Crohn's disease
4056,C0003872,DB01380,cortisone acetate,Psoriasis with arthropathy
4057,C0010543,DB01380,cortisone acetate,Cyclitis
4058,C3495559,DB01380,cortisone acetate,Juvenile rheumatoid arthritis
4059,C0038363,DB01380,cortisone acetate,Aphthous ulcer of mouth
4060,C0002994,DB01380,cortisone acetate,Angioedema
4061,C1761609,DB01380,cortisone acetate,Aspiration pneumonitis
4062,C0021355,DB01380,cortisone acetate,Infective otitis externa
4063,C0005743,DB14539,hydrocortisone acetate,Blepharoconjunctivitis
4064,C0024141,DB14539,hydrocortisone acetate,Systemic lupus erythematosus
4065,C0006114,DB14539,hydrocortisone acetate,Cerebral edema
4066,C0030807,DB14539,hydrocortisone acetate,Pemphigus
4067,C0003873,DB14539,hydrocortisone acetate,Rheumatoid arthritis
4068,C0033775,DB14539,hydrocortisone acetate,Pruritus ani
4069,C0043117,DB14539,hydrocortisone acetate,Idiopathic thrombocytopenic purpura
4070,C0036830,DB14539,hydrocortisone acetate,Transfusion reaction due to serum protein reaction
4071,C0015397,DB14539,hydrocortisone acetate,Disorder of eye
4072,C0026948,DB14539,hydrocortisone acetate,Mycosis fungoides
4073,C0011615,DB14539,hydrocortisone acetate,Atopic dermatitis
4074,C0149911,DB14539,hydrocortisone acetate,Humoral hypercalcemia of malignancy
4075,C3875321,DB14539,hydrocortisone acetate,Inflammatory dermatosis
4076,C0010032,DB14539,hydrocortisone acetate,Corneal abrasion
4077,C0040147,DB14539,hydrocortisone acetate,Thyroiditis
4078,C0027726,DB14539,hydrocortisone acetate,Nephrotic syndrome
4079,C1761609,DB14539,hydrocortisone acetate,Aspiration pneumonitis
4080,C0729587,DB14539,hydrocortisone acetate,Infective blepharitis
4081,C0035439,DB14539,hydrocortisone acetate,Rheumatic heart disease
4082,C0003872,DB14539,hydrocortisone acetate,Psoriasis with arthropathy
4083,C0151467,DB14539,hydrocortisone acetate,Severe adrenal insufficiency
4084,C0038013,DB14539,hydrocortisone acetate,Ankylosing spondylitis
4085,C0014742,DB14539,hydrocortisone acetate,Erythema multiforme
4086,C0023449,DB14539,hydrocortisone acetate,Acute lymphoid leukemia
4087,C0006444,DB14539,hydrocortisone acetate,Bursitis
4088,C0015230,DB14539,hydrocortisone acetate,Eruption of skin
4089,C0005138,DB14539,hydrocortisone acetate,Berylliosis
4090,C0011608,DB14539,hydrocortisone acetate,Dermatitis herpetiformis
4091,C0019112,DB14539,hydrocortisone acetate,Hemorrhoids
4092,C0039520,DB14539,hydrocortisone acetate,Tenosynovitis
4093,C0019829,DB14539,hydrocortisone acetate,Hodgkin's disease
4094,C0002880,DB14539,hydrocortisone acetate,Autoimmune hemolytic anemia
4095,C0033860,DB14539,hydrocortisone acetate,Psoriasis
4096,C2894027,DB14539,hydrocortisone acetate,Post traumatic osteoarthritis
4097,C0003868,DB14539,hydrocortisone acetate,Articular gout
4098,C0040896,DB14539,hydrocortisone acetate,Infection by larvae of Trichinella spiralis
4099,C0011616,DB14539,hydrocortisone acetate,Contact dermatitis
4100,C2607914,DB14539,hydrocortisone acetate,Allergic rhinitis
4101,C0004364,DB14539,hydrocortisone acetate,Autoimmune disease
4102,C0345468,DB14539,hydrocortisone acetate,Transplanted organ rejection
4103,C0002994,DB14539,hydrocortisone acetate,Angioedema
4104,C0039503,DB14539,hydrocortisone acetate,Tendinitis
4105,C0022568,DB14539,hydrocortisone acetate,Keratitis
4106,C0021390,DB14539,hydrocortisone acetate,Inflammatory bowel disease
4107,C0010346,DB14539,hydrocortisone acetate,Crohn's disease
4108,C0405580,DB14539,hydrocortisone acetate,Adrenal cortical hypofunction
4109,C0854211,DB14539,hydrocortisone acetate,Bacterial keratitis
4110,C0039103,DB14539,hydrocortisone acetate,Synovitis
4111,C0004096,DB14539,hydrocortisone acetate,Asthma
4112,C0701163,DB14539,hydrocortisone acetate,Adrenogenital disorder
4113,C0154301,DB14539,hydrocortisone acetate,Acquired thrombocytopenia
4114,C0026769,DB14539,hydrocortisone acetate,Multiple sclerosis
4115,C0242459,DB14539,hydrocortisone acetate,L??ffler's syndrome
4116,C0024305,DB14539,hydrocortisone acetate,Non-Hodgkin's lymphoma
4117,C0011606,DB14539,hydrocortisone acetate,Erythroderma
4118,C0036202,DB14539,hydrocortisone acetate,Sarcoidosis
4119,C0023052,DB14539,hydrocortisone acetate,Edema of larynx
4120,C0022548,DB01234,dexamethasone,Keloid scar
4121,C0009766,DB01234,dexamethasone,Allergic conjunctivitis
4122,C0339507,DB01234,dexamethasone,Branch retinal vein occlusion with macular edema
4123,C0011608,DB01234,dexamethasone,Dermatitis herpetiformis
4124,C0005743,DB01234,dexamethasone,Blepharoconjunctivitis
4125,C0010032,DB01234,dexamethasone,Corneal abrasion
4126,C0729586,DB01234,dexamethasone,Infective otitis media
4127,C0015230,DB01234,dexamethasone,Eruption of skin
4128,C0349790,DB01234,dexamethasone,Exacerbation of asthma
4129,C0149911,DB01234,dexamethasone,Humoral hypercalcemia of malignancy
4130,C0406326,DB01234,dexamethasone,Scalp psoriasis
4131,C0004096,DB01234,dexamethasone,Asthma
4132,C0002880,DB01234,dexamethasone,Autoimmune hemolytic anemia
4133,C2607914,DB01234,dexamethasone,Allergic rhinitis
4134,C0345468,DB01234,dexamethasone,Transplanted organ rejection
4135,C0002994,DB01234,dexamethasone,Angioedema
4136,C0033775,DB01234,dexamethasone,Pruritus ani
4137,C0026948,DB01234,dexamethasone,Mycosis fungoides
4138,C0014488,DB01234,dexamethasone,Epicondylitis
4139,C0259799,DB01234,dexamethasone,Punctate keratitis
4140,C0039520,DB01234,dexamethasone,Tenosynovitis
4141,C0035439,DB01234,dexamethasone,Rheumatic heart disease
4142,C0151467,DB01234,dexamethasone,Severe adrenal insufficiency
4143,C0021390,DB01234,dexamethasone,Inflammatory bowel disease
4144,C0015397,DB01234,dexamethasone,Disorder of eye
4145,C0022073,DB01234,dexamethasone,Iridocyclitis
4146,C0854211,DB01234,dexamethasone,Bacterial keratitis
4147,C0038013,DB01234,dexamethasone,Ankylosing spondylitis
4148,C0024138,DB01234,dexamethasone,Discoid lupus erythematosus
4149,C0154301,DB01234,dexamethasone,Acquired thrombocytopenia
4150,C0149922,DB01234,dexamethasone,Lichen simplex chronicus
4151,C1275687,DB01234,dexamethasone,Herpes zoster keratitis
4152,C0010346,DB01234,dexamethasone,Crohn's disease
4153,C0040896,DB01234,dexamethasone,Infection by larvae of Trichinella spiralis
4154,C0010543,DB01234,dexamethasone,Cyclitis
4155,C0001403,DB01234,dexamethasone,Primary adrenocortical insufficiency
4156,C0014742,DB01234,dexamethasone,Erythema multiforme
4157,C0043117,DB01234,dexamethasone,Idiopathic thrombocytopenic purpura
4158,C0701163,DB01234,dexamethasone,Adrenogenital disorder
4159,C0011615,DB01234,dexamethasone,Atopic dermatitis
4160,C0010043,DB01234,dexamethasone,Corneal ulcer
4161,C0019829,DB01234,dexamethasone,Hodgkin's disease
4162,C0041321,DB01234,dexamethasone,Miliary tuberculosis
4163,C0036830,DB01234,dexamethasone,Transfusion reaction due to serum protein reaction
4164,C0011606,DB01234,dexamethasone,Erythroderma
4165,C0033860,DB01234,dexamethasone,Psoriasis
4166,C0006114,DB01234,dexamethasone,Cerebral edema
4167,C0085074,DB01234,dexamethasone,Granuloma annulare
4168,C0406317,DB01234,dexamethasone,Plaque psoriasis
4169,C0033777,DB01234,dexamethasone,Pruritus of genital organs
4170,C0036508,DB01234,dexamethasone,Seborrheic dermatitis
4171,C0005138,DB01234,dexamethasone,Berylliosis
4172,C0003873,DB01234,dexamethasone,Rheumatoid arthritis
4173,C0036202,DB01234,dexamethasone,Sarcoidosis
4174,C0040147,DB01234,dexamethasone,Thyroiditis
4175,C0026764,DB01234,dexamethasone,Multiple myeloma
4176,C0024301,DB01234,dexamethasone,Follicular non-Hodgkin's lymphoma
4177,C0011616,DB01234,dexamethasone,Contact dermatitis
4178,C0729587,DB01234,dexamethasone,Infective blepharitis
4179,C0037274,DB01234,dexamethasone,Disorder of skin
4180,C0024305,DB01234,dexamethasone,Non-Hodgkin's lymphoma
4181,C0030807,DB01234,dexamethasone,Pemphigus
4182,C0022081,DB01234,dexamethasone,Iritis
4183,C0242459,DB01234,dexamethasone,L??ffler's syndrome
4184,C0023449,DB01234,dexamethasone,Acute lymphoid leukemia
4185,C1320547,DB01234,dexamethasone,Allergic otitis externa
4186,C0022568,DB01234,dexamethasone,Keratitis
4187,C0079773,DB01234,dexamethasone,Primary cutaneous T-cell lymphoma
4188,C0026769,DB01234,dexamethasone,Multiple sclerosis
4189,C0006444,DB01234,dexamethasone,Bursitis
4190,C0029878,DB01234,dexamethasone,Otitis externa
4191,C0035854,DB01234,dexamethasone,Rosacea
4192,C0024141,DB01234,dexamethasone,Systemic lupus erythematosus
4193,C1260899,DB01234,dexamethasone,Congenital hypoplastic anemia
4194,C0026857,DB01234,dexamethasone,Disorder of musculoskeletal system
4195,C0003868,DB01234,dexamethasone,Articular gout
4196,C0027726,DB01234,dexamethasone,Nephrotic syndrome
4197,C0423234,DB01234,dexamethasone,Punctate keratopathy
4198,C0023052,DB01234,dexamethasone,Edema of larynx
4199,C0003872,DB01234,dexamethasone,Psoriasis with arthropathy
4200,C0042164,DB01234,dexamethasone,Uveitis
4201,C0079744,DB01234,dexamethasone,"Diffuse non-Hodgkin's lymphoma, large cell"
4202,C0042165,DB01234,dexamethasone,Anterior uveitis
4203,C0395818,DB01234,dexamethasone,Malignant otitis externa due to Pseudomonas aeruginosa
4204,C0006413,DB01234,dexamethasone,Burkitt's lymphoma
4205,C0405580,DB01234,dexamethasone,Adrenal cortical hypofunction
4206,C0339293,DB01234,dexamethasone,Perforation of cornea
4207,C0339498,DB01234,dexamethasone,Central retinal vein occlusion with macular edema
4208,C0021400,DB03843,formaldehyde,Influenza
4209,C0014550,DB09118,stiripentol,Myoclonic seizure
4210,C0751122,DB09118,stiripentol,Severe myoclonic epilepsy in infancy
4211,C0042164,DB00896,rimexolone,Uveitis
4212,C0242422,DB00340,metixene,Parkinsonism
4213,C0272293,DB06210,eltrombopag,Chronic idiopathic thrombocytopenic purpura
4214,C0020443,DB01039,fenofibrate,Hypercholesterolemia
4215,C0020473,DB01039,fenofibrate,Hyperlipidemia
4216,C0020557,DB01039,fenofibrate,Hypertriglyceridemia
4217,C0020474,DB01039,fenofibrate,Mixed hyperlipidemia
4218,C0473527,DB01039,fenofibrate,Hypoalphalipoproteinemia
4219,C0342882,DB01039,fenofibrate,Familial hypercholesterolemia - heterozygous
4220,C3661933,DB13115,saroglitazar,Diabetic dyslipidemia associated with type 2 diabetes mellitus
4221,C0042109,DB13489,bamipine,Urticaria
4222,C0041228,DB12864,melarsoprol,African trypanosomiasis
4223,C0020615,DB02379,glucose,Hypoglycemia
4224,C0017205,DB09039,eliglustat,Glucosylceramide beta-glucosidase deficiency
4225,C0011860,DB01261,sitagliptin,Diabetes mellitus type 2
4226,C0003469,DB09014,captodiame,Anxiety disorder
4227,C0343065,DB00748,carbinoxamine,Dermatographic urticaria
4228,C0018621,DB00748,carbinoxamine,Seasonal allergic rhinitis
4229,C0033774,DB00748,carbinoxamine,Itching of skin
4230,C0042109,DB00748,carbinoxamine,Urticaria
4231,C0035460,DB00748,carbinoxamine,Vasomotor rhinitis
4232,C2607914,DB00748,carbinoxamine,Allergic rhinitis
4233,C0009443,DB00748,carbinoxamine,Common cold
4234,C0009766,DB00748,carbinoxamine,Allergic conjunctivitis
4235,C1260880,DB00748,carbinoxamine,Nasal discharge
4236,C0018621,DB00427,triprolidine,Seasonal allergic rhinitis
4237,C1260880,DB00427,triprolidine,Nasal discharge
4238,C0035460,DB00427,triprolidine,Vasomotor rhinitis
4239,C0009443,DB00427,triprolidine,Common cold
4240,C0042109,DB00427,triprolidine,Urticaria
4241,C0033774,DB00427,triprolidine,Itching of skin
4242,C0009766,DB00427,triprolidine,Allergic conjunctivitis
4243,C0343065,DB00427,triprolidine,Dermatographic urticaria
4244,C2607914,DB00427,triprolidine,Allergic rhinitis
4245,C1692317,DB09028,cytisine,Smoking cessation assistance
4246,C0036262,DB00265,crotamiton,Infestation by Sarcoptes scabiei var hominis
4247,C0033774,DB00265,crotamiton,Itching of skin
4248,C2585945,DB09075,edoxaban,Prevention of deep vein thrombosis
4249,C0034065,DB09075,edoxaban,Pulmonary embolism
4250,C0013922,DB09075,edoxaban,Embolism
4251,C0029458,DB00017,calcitonin (salmon synthetic),Postmenopausal osteoporosis
4252,C0029401,DB00017,calcitonin (salmon synthetic),Osteitis deformans
4253,C0034067,DB00651,diprophylline,Pulmonary emphysema
4254,C0004096,DB00651,diprophylline,Asthma
4255,C1318955,DB00651,diprophylline,Asthma management
4256,C0006266,DB00651,diprophylline,Bronchospasm
4257,C1273489,DB00651,diprophylline,Asthma night-time symptoms
4258,C0008677,DB00651,diprophylline,Chronic bronchitis
4259,C4038730,DB00651,diprophylline,Asthma-chronic obstructive pulmonary disease overlap syndrome
4260,C0032768,DB08872,gabapentin enacarbil,Postherpetic neuralgia
4261,C0035258,DB08872,gabapentin enacarbil,Restless legs
4262,C0271568,DB14751,mecasermin rinfabate,Laron-type isolated somatotropin defect
4263,C0003873,DB08895,tofacitinib,Rheumatoid arthritis
4264,C0860594,DB06186,ipilimumab,Metastatic malignant melanoma
4265,C0003873,DB06674,golimumab,Rheumatoid arthritis
4266,C0003872,DB06674,golimumab,Psoriasis with arthropathy
4267,C0038013,DB06674,golimumab,Ankylosing spondylitis
4268,C0009324,DB06674,golimumab,Ulcerative colitis
4269,C0020538,DB00982,isotretinoin,Hypertensive disorder
4270,C0007134,DB11800,tivozanib,Renal cell carcinoma
